ID,Top_Keywords,Top_Sentences
21283365,"['technology' 'information' 'support' 'management' 'network' 'project'
 'technical' 'design' 'company' 'state']","['        Education and Training      M.S  ,   IT    CSUF         IT       Fullerton Masters of Science Degree  ,   Information Technology    Mihaylo College of Business and Economics, California State University         Information Technology GPA: 3.4       B.S  ,   IT    UOP         IT       Bachelors of Science Degree  ,   Information Technology    University of Phoenix         Information Technology GPA: 3.7         Skills    accounting, Budget Management, budget, bi, Cisco Routers, concise, clients, designing, ERP, financial, Firewalls, help desk, HR, Information Technology, insurance, managing, market, office, 2000, enterprise, network design and architecture, Network Design, Network Design & Implementation, network, policies, processes, Producing, Project Management, promotion I, Proposals, proposal, retail, RFP, selling, software development, strategic, strategic planning, technical support, Desktop Support, VOIP, Windows Server, written, written communication skills   '
 '      Skills          COMMUNICATION  Collaborating with clients and fostering a positive business relationship to meet all levels of IT service demands (Technical, R&D and operations and maintenance)  Clearly discussing and conveying Information Technology concepts and terminology with both technical and non-technical staff at all levels within and outside the Department  Producing clear and concise written documents, emails, project status reports and briefs  Communicating effectively with various levels of the organization  Expertise  Making strategic judgments and evaluating the impact  Cloud Environments Design & Implementation  Network Design & Implementation VOIP  Cyber Security (NIST HITRUST/HIPAA)  Project Management  Technical Support Management  Budget Management  Developing and responding to Request for Proposals  Current with Emerging Technologies              Experience      Director of Information technology     Sep 2005   to   Current      Company Name   －   City  ,   State     At Adsystech I am one of three employees that have a key man insurance policy against them.'
 '        Information technology Manager     Sep 1998   to   Mar 2003      Company Name   －   City  ,   State     At Relax the Back I was responsible for the overall management, infrastructure and strategic planning of our National point of sale network at 100+ retail locations and 5 distribution centers.'
 '        Information technology Manager     Sep 2003   to   Sep 2005      Company Name   －   City  ,   State     City organization responsible for managing +120 Million dollars for support of County Wide Human Service programs.'
 ' Below are some key areas in my control: Network Design and Oversight Project Management Product Training and Support.'
 ' Windows Server Management.'
 "" I'm very proud of the work I've done and Adsystech, below are some key areas in my control: Network Design Monitoring and Maintenance Cloud Technologies Cyber Security (NITS, CIS, HITRUST/HIPAA) Project Management Technical Support Management Staff Professional Development RFP Responses.""
 '         DIRECTOR OF INFORMATION TECHNOLOGY       Summary    I am a solutions-oriented professional with solid experience in various IT environments.'
 ' As the IT Manager, I supervised network administrators and was responsible for all high level network design and architecture for the organization.'
 "" I was hired in 05' to put in place all things SaaS, this included designing a data center from the ground up, creating cyber security policies and controls, putting together a team to support the data center as well as a team to provide technical support for the new product offering.""]"
17987433,"['city' 'technology' 'company' 'information' 'new' 'state' 'development'
 'skills' 'procedures' 'including']","['             Experience     04/2017   to   06/2017     EPIC Information Technology Specialist    Company Name   －   City  ,   State      Supported physicians and nurses with updating work list and flowsheet information.'
 '        11/2013   to   12/2015     Company Name   －   City  ,   State      Determine their thickness profile.'
 ' Provided support during the go-live.'
 '         Education and Training     August 2012     Master of Pharmacy  :   Bio Technology    JSS College of Pharmacy   －   City    India    Bio Technology 3.80/4.0       May 2010     Bachelor of Pharmacy      Kakatiya University   －   City    India    3.60/4.0        Skills    Epic go-live, Basic, Biotechnology, Calibration, Cell Culture, chemistry, Dec, DNA, documentation, ELISA, experiments, FT-IR, FTIR, GC, HPLC, imaging, ISO, laboratory equipment, MS office, PAGE, PCR, producing, programming, requirement, Research, SAS, scanning, Seminars, SOP, Symposium, UV, Validation, weighing, Workshops   '
 '         EPIC INFORMATION TECHNOLOGY SPECIALIST       Summary    Seeking a position in the field of Bio-Pharma where I can utilize and contribute my skills in an ingenious manner.'
 '        01/2016   to   11/2016     Research Associate    Company Name   －   City  ,   State      Study of Tera Spectra and Tera imaging.'
 ' Developed new analytical methods based on testing results.'
 '        12/2010   to   04/2012     Research Associate    Company Name   －   City        Isolation, identification, Bioprocessing and characterization of secondary metabolites from the soil screened microorganism.'
 ' Nanotechnology could help in the development of high-resolution, sensitive and portable detectors and new efficient sources for THz imaging purposes.'
 ' Created Standard Operating Procedures (SOP) for instrumental analysis.']"
10553553,"['state' 'support' 'city' 'windows' 'company' 'microsoft' 'information'
 'technology' 'network' 'security']","['         Education      Master of Science  :  Business Information Technology  ,  2018    DePaul University   －   City  ,   State              Bachelor of Science  :  Network and Communications Management  ,  2009    DeVry University   －   City  ,   State              Skills    Active Directory, administrative support, Adobe Acrobat, Architect, backup, budget, Client/Server, hardware, Concept, Client, clients, client support, DAS, database, disaster recovery, Ghost, LAN, laptops, Mac hardware, Mac, Exchange, Microsoft Exchange, Microsoft Exchange 2003, Microsoft Office, Windows 7, Windows, Microsoft Windows 2003, Windows XP, NEC, Novell, operating systems, operating system, PBX, peripherals, Policies, processes, purchasing, servers, SLA, SQL, Symantec, technical support, phones, Video, Vista, web servers, WAN, Windows Server   '
 '       Highlights          Operations management  Project tracking\xa0  Performance criteria tracking  Waterfall framework  Scrum methodology  Enterprise platforms       Salary structure/compensation analysis  Calm under pressure  Compensation/benefits administration  Staff development  Client communication            Experience      Information Technology Manager  ,   03/2013   to   Current    Company Name   －   City  ,   State       Managed a four-person local IT team, allocating resources to ongoing projects and enforcing deadlines.'
 '         Network Administrator  ,   10/2008   to   12/2009    Company Name   －   City  ,   State      Provided on-site technical support for Windows 2003 and 2008 servers, workstations, laptops, Blackberries, and iPhones.'
 '         College of Education Computer Technician  ,   07/2006   to   06/2008    Company Name   －   City  ,   State      Performed PC and Mac hardware and software configurations.'
 '         Network Administrator  ,   10/2008   to   05/2011    Company Name   －   City  ,   State      Installed and configured LAN with Windows XP and Windows Vista clients.'
 '         Information Technology Consultant  ,   10/2008   to   05/2011    Company Name   －   City  ,   State      Managed and provided security administrative support for Paine Wetzel ONCOR International, Northridge Group, Rent Here Realty, and Northwestern Dental Center.'
 '             IT Administrator  ,   06/2011   to   03/2013    Company Name   －   City  ,   State       Designed and delivered mission critical infrastructure to ensure the highest levels of availability, performance and security.'
 ' Administration of Microsoft Exchange 2003 systems including backup and recovery.'
 '         Network Administrator  ,   02/2010   to   05/2011    Company Name   －   City  ,   State      Tested, configured and deployed Windows 7 operating system with Acronis Snap Deploy.'
 ' Provided client support for production.']"
15118506,"['management' 'technology' 'project' 'company' 'server' 'state' 'city'
 'managed' 'microsoft' 'information']","['          Skill Highlights          Microsoft Server 2003, 2008, 2012  Exchange Server 2007, 2010  VMware ESXi  VMware vCenter  VMware Horizon View\xa05.x, 6.x, and 7.x  Microsoft Hyper-V  Cisco UCM and Unity      Help Desk  ITIL Service Catalog  Vendor Management  Budgeting  Project Management  SLA Management  Asset Management            Professional Experience      Director of Information Technology   11/2012   to   Current     Company Name   City  ,   State       Developed and implemented the IT strategy for the organization including software, support and infrastructure  Hired, developed, and managed IT staff  Negotiated terms and products from external vendors, including changes needed as business needs changed  Met and exceeded goals set by executive leadership accomplishing both time and financial gains  Set annual budgets for organizational technology needs          IT Administrator   03/2008   to   11/2012     Company Name   City  ,   State       Planned, installed and managed Microsoft domain environment utilizing Microsoft Server 2008  Upgraded environment to Server 2012  Planned, installed and managed Microsoft Exchange server, successfully migrating end user data from third party non-Exchange environment  Planned, installed and managed VMware platform for a virtual environment.'
 "" Converted all physical servers to virtual environment  Planned, installed and managed VMware Horizon View virtual desktop environment  Successfully migrated 120 users from physical computers to zero clients utilizing the VDI environment  Maintained Cisco routing, switching, VoIP, and camera infrastructure, implementing our design utilizing third party vendors  Managed help desk, utilizing ITIL framework for 260 end users  Executed break/fix for computers, printers, security system, camera system, and all A/V systems          New Car Sales   08/2005   to   02/2008     Company Name   City  ,   State       Recognized by Toyota as one of the top salespeople in the Chicago Region          IT Consultant   01/2000   to   08/2005     Company Name   City  ,   State       Provided IT consultation and implementation of retail cash register networks  Managed staff of more than 10 independent IT contractors in implementation of contract projects  Acted as project manager for new equipment and software roll outs for some of the largest retail chains in the US including Wal-Mart, Mar-Maxx, and Toys 'R Us          Certifications     VMware Certified Professional 5 - Data Center Virtualization   VMware Certified Professional 5 - Desktop Virtualization   ITIL Foundation Certified    Microsoft Certified Professional - Server 2012       Core Accomplishments       Leadership Skills:     Led committee to successfully change\xa0our organization's dealership management system (DMS).""
 ' Guided staff in creation of goals and the pursuit there of  Presented daily topics in morning meetings to inform and reinforce company core values such as commitment to quality, customer satisfaction, and continuous improvment  Developed and implemented a training program for new employees, providing them with the technology skills necessary for efficient and successful use of company technology tools     Operations Management:     Managed the infrastructure to support 260 users selling 500 vehicles and servicing 7,000\xa0vehicles each month  Handled all technology vendor interactions including contract negotiations, SLA monitoring, and license utilization        Education      Bachelor of Science  :   Management Information Systems    Cardinal Stritch University   City  ,   State               Online Profile     LinkedIn   www.linkedin.com/in/RobertRJordan \xa0    '
 '         DIRECTOR OF INFORMATION TECHNOLOGY       Executive Profile     Innovative executive and technology professional with strong work ethic and excellent communication skills, experienced in high-volume, multi-unit, retail and business operations.'
 "" Converted existing email accounts from non-Exchange and provide access via Outlook Web App and mobile phone connections\xa0  Served as project manager on several projects developing Smart Motors' virtual environment, including 5 esxi hosts separated into two resource pools, vCenter, Horizon View for 120 users utilizing 2 view connection servers and a security server  Installed and mange TrendMicro agentless security for VMware View     Staff Development:     Frequently met one on one with staff to determine motivation and goals.""
 '     Project Management:     Currently managing the conversion of the dealership to a new\xa0dealership management system.'
 ' Created and ran sub-committees, mapped out and executed the conversion plan, responsible for many key process changes and workflows\xa0  Served as project manager for project creating a paperless work flow and digital storage process which resulted in 50% reduction of administrative processing time, $30,000/year reduction in costs, while increasing document availability and storage accuracy.'
 'Desires a high-level position in a professional business environment.'
 "" Managed email conversion project, deploying Smart Motors' on-site Exchange server.""
 ' As project manager, developed Smart Motors domain environment including group policy, DNS, multiple domain controllers, and OU structure.']"
18176523,"['management' 'technology' 'network' 'systems' 'information' 'company'
 'support' 'business' 'state' 'city']","[""        Education      Bachelor of Science  ,   Industrial Technology    East Carolina University   －   City  ,   State  ,   USA    Industrial TechnologyCoursework in [Course Name]        Associate of Arts  ,   Business    University of Phoenix/WIU          BusinessCoursework in Business Administration and Finance[Number] GPA        Certifications     Microsoft Certified Professional/Administrator CompTIA A+, Network+, Security + Novell Netware Engineer Citrix Administrator Red hat Administrator CMA (Certified Management Accountant) conferred by Institute of Management Accountants (IMA)       Affiliations     VMware Users group   EMC Users group   Association of Information Technology Professionals   Leadership Development Program       Skills     3Com, A+, Active Directory, Backup, Bay networks, business systems, Cisco, Citrix, hardware, network systems, Clients, direction, Disaster Recovery, Engineer, firewall, Hub, Macintosh, Microsoft Products, Microsoft Certified Professional, Exchange, Mail, Office, NT, Enterprise, network security, Network, networks, Netware, Novell Netware, PC's, policies, presentations, Red hat, repairs, Reporting, servers, SQL, software support, troubleshooting, upgrades    ""
 ""      Core Qualifications          Operations management  Staff development  Change management  Cross-functional team management  Supervision and training  Sound judgment  Computer-savvy  Calm under pressure  Complex problem solving              Professional Experience      Senior Information Technology Manager     Jan 2000   to   Jan 2016      Company Name   －   City  ,   State     Program Manager that drove and finalized a major project initiative consisting of migrating 13,000 Exchange On-Premise mail users/accounts to cloud based services (Office 365) Program Manager responsible for implementation and management of systems that allow Asset/Lease Reporting, Enterprise Backup, Patch Management and Application Distribution to over 10,000 PC's globally utilizing cloud based solutions.""
 '         SENIOR INFORMATION TECHNOLOGY MANAGER       Executive Summary     Results-focused Information Technology management professional offering Twenty-Two years of progressive leadership experience.'
 '       Senior Information Systems Professional     Jan 1996   to   Jan 1999      Company Name   －   City  ,   State     Developed long and short-term technology Server and Storage plans, formulated policies and procedures, and provided technology presentations to diverse groups of internal customers.'
 ' Oversaw network systems, and implemented firewall and other network security functions.'
 '        Network Support Engineer     Jan 1995   to   Jan 1996      Company Name   －   City  ,   State     Provided support for NT, Netware, Macintosh, Cisco, 3Com, and Bay networks.'
 ' Worked closely with Washington State Agencies in regards to sharing healthcare data and trusted networks Supervised team of technicians in deployment and support of network and technology infrastructure.'
 '        Senior Technician     Jan 1993   to   Jan 1995      Company Name   －   City       End of the line hardware and software support.'
 ' Significant design and execution of Directory based services, related servers and business systems Designed and monitored server and storage systems, implemented fault tolerance and redundancy.'
 ' IT Lead role and stakeholder in reducing our global Data Center Footprint from Twenty-Three to Two Data Centers in North America and One Communications Hub in each global Region Long term expertise in Deployment and Management of Microsoft Products globally, including, Server, Desktop, Office 365, (Mail, Skype, Active Directory and Federated Services) SQL and System Center Management/Deployment products.']"
24020470,"['technology' 'management' 'state' 'city' 'business' 'company' 'systems'
 'technical' 'information' 'network']","['         Education      GE - Residential Energy Auditor , Energy Management and Systems Technology/Technician  :   Technology   2014       Ashworth College   City  ,   State  ,   USA     GPA:   Delta Epsilon Tau Honor Society, Alumni Society     Delta Epsilon Tau Honor Society, Alumni Society         Undergraduate Certificate in Computer Information Management , Computer Technology/Computer Systems Technology Online Courses  :   Technology   2010       Ashworth College   City  ,   State  ,   USA             Associate of Arts and Sciences (A.A.S  :   Business Administration, Management and Operations Business Management Club   2009       SUNY Orange   City  ,   State  ,   USA      Business Administration, Management and Operations Business Management Club         Skills      Sales Software: Salesforce.com, TapScan  CMS:  Joomla, WordPress  Desktop Publishing Software: Photoshop, Illustrator   Plethora of hardware repair and diagnostic skills  Experienced Desktop Support and trainer      '
 '      Highlights          Exceptional telephone etiquette  Vast technical knowledge  Troubleshooting proficiency   DHCP/DNS Ethernet and Firewall proficient  CompTIA A+, Net+    Accomplished with mobile devices      Technical help desk experience  Database servers  Excellent problem solving skills  Microsoft Office Specialist   Drive duplication and imaging knowledge  Adept at Troubleshooting             Accomplishments     Multiple technical awards for work performance.Consistently received a 100% rate of customer satisfaction.Oversaw a decrease in average daily Help Desk tickets by almost 100%       Work Experience      Information Technology Specialist   02/2012   to   Current     Company Name   City  ,   State       Service and maintain numerous makes, models and types of equipment, including client servers, workstations, laptops and peripherals.'
 '         IT Systems Administrator   09/2008   to   05/2012     Company Name   City  ,   State       Responsible for all maintenance on 55 Windows variant based workstations, Dell Precision server, IBM xSeries Blade server, the telephony/VOIP/POTS systems, T1/network troubleshooting in a multi-building environment as well as providing end user assistance and training to sales, service and management teams.'
 '         INFORMATION TECHNOLOGY SPECIALIST       Summary     Over twelve years of experience providing high quality consulting and technical assistance to home and business end users.'
 '  With an ability to integrate computer skills, customer support experience and related education I thrive to exceed technical, business, and customer expectations.'
 '         Business Machines Sales Associate   09/2002   to   07/2005     Company Name   City  ,   State       Retail sales of computers, office supplies, electronics and related peripherals.'
 ' Responsible to coordinate, purchase and install all new technology and assist outside vendors with technology related needs.'
 ' Manage Windows Server 2003 with Active Directory and policies.'
 '         Kodak Imaging Expert / Field Marketing Specialist   03/2006   to   12/2009     Company Name   City  ,   State       I was responsible to engage and train sales associates and customers in large retail stores by organizing training events, presentations and role playing demonstrations.'
 ' Install and maintain CCTV-DVR Camera systems, Servers, network racks/patch panels, VoIP, BDR data recovery systems of which I am familiar with StorageCraft, Datto, VEEAM and Intronis, and business class cloud backup solutions.']"
70089206,"['software' 'management' 'project' 'business' 'development' 'manager'
 'company' 'information' 'technology' 'developed']","['         INFORMATION TECHNOLOGY SPECIALIST           Summary    Highly skilled and results-oriented IT specialist\xa0with extensive experience in Software Development, Software Configuration Management, Project Management, System Planning & Specification Development, CMMI5, Quality Assurance and Testing.'
 '      Highlights          Process improvement    Quality assurance and control    Results-oriented    Relationship building      Productivity improvement    Project development and lifecycle    Detail-oriented    Work flow planning            Experience      Information Technology Specialist    August 2006   to   Current     Company Name            Track and control over 150 change requests per month.'
 '         Education        Applied Probabilty and Statistics      University of Maryland                    Survey Theory      USDA Graduate School                  Master of Science   :   Urban Regional Planning      Indiana University of Pennsylvania                  Bachelor of Arts   :   Physical Geography      Indiana University of Pennsylvania                          Professional Development Training      Serena Business Manager Composer  Serena Business Manager Administrator  Configuration and Release Management Training  Unix Programming  Oracle 10G Programming  Oracle JDeveloper  Java Programming  Object Oriented Programming  Intro to UNIX Systems  Advanced UNIX  Learning PERL  Advanced C Language Programming  Advanced PL/SQL Programming  Fundamentals of SAS  SQL Processing with SAS  SAS Programing  Table Processing with SAS  Output Delivery Systems  Utilizing VAX/VMS   Demand Terminal Language  Package References  Objects and Modules        Skills    Configuration Management, Process Development, Process Improvement, Database Management, Software Development, Software Testing, Serena Version Manager, Serena Business Manager, Serena Business Administrator, Reflections, WinSCP, JavaScript, LINUX, Microsoft Access, Office, SharePoint, Enterprise, Oracle, PL/SQL, Oracle SQL, C, SAS, LINUX, Visual Basic   '
 ' Deploy application software to the Test and Production environments using code management tools.'
 ' Coordinate and communicate with developers, subject matter personnel, stakeholders, database management support and project managers.'
 ' Ensure that all activities involved in the software design, coding and testing of the application software have been successfully completed before releasing software for independent testing and deployment into the production environment.'
 ' Execute test scripts as needed in the implementation and deployment of software related Test and Production project development.'
 '    \xa0         Computer Specialist    July 1994   to   August 1996     Company Name         \xa0   Designed and developed electronic questionnaires, ""instruments"", for Computer Assisted Survey Information Collection (CASIC) activities.'
 ' Developed solutions to improve software performance.'
 "" Performed extensive database testing, automated testing and data validation in support of the MAF/TIGER database's migration to Oracle.""]"
27770859,"['network' 'windows' 'microsoft' 'server' 'technology' 'state' 'city'
 'management' 'company' 'information']","['     Qualifications          Systems administration  Strong verbal and written communication   Vast help desk experience   Team leadership       Network administration  Extensive knowledge of Apple products   Project management   Innovative legal experience             Experience      Company Name    City  ,   State    Information Technology Administrator   09/2014   to   Current       I oversee the purchasing, management, and maintenance of all infrastructure-related hardware and software, while simultaneously overseeing end-user hardware and software support for a law school with roughly 85 FTE faculty/staff, and 275 students with a roughly 1:1 PC:Mac user ratio.'
 '         Company Name    City  ,   State    Associate Director of Computer Services   07/2000   to   09/2014       Primary responsibilities included the day-to-day support of end-user hardware, software, and peripherals in a mixed Microsoft Windows, Mac OS X, linux, and Novell environment, while also assisting with the everyday demands of maintaining a rather complex campus-wide network that was driven by a predominately Cisco infrastructure.'
 '         Company Name    City  ,   State    District Computer Technician   08/1999   to   07/2000       I supported all end-user related hardware and software demands for the entire school district.'
 ' Duties include managing a 5-host, 40-server VMWare farm, help desk system, network monitoring system, campus-wide physical/building security system, ID card system, printing infrastructure, electronic exam system, backing up all critical data on the UNH Law network, and administering a plethora of fileservers, webservers and web applications, including various content management systems.'
 '         Education      Bachelor of Science  :  Exercise and Sports Sciences   1999     Colby-Sawyer College  ,   City  ,   State  ,   USA            Skills     \n\nPlatforms and protocols: Microsoft Windows, Microsoft Windows Server, Microsoft Active Directory, Microsoft Group Policy, Microsoft Office for Windows and Mac, Microsoft Exchange,\nMac OS X, Mac OS X Server, Apple iOS, Android, CentOS, SUSE Enterprise Server, Novell\nNetware, Novell eDirectory, Novell GroupWise, Novell Open Enterprise Server, Novell Datasync/Mobility Server, Novell\nTeaming, Novell Zenworks, Novell Zenworks Configuration Management, Adobe Acrobat, Adobe Connect Pro, Apache,\nOpenSSL, IIS, MYSQL, PHP, HTML, SSL, LDAP, DHCP, BIND, DNS, TCP/IP    Appliances and applications: Drupal, Expression Engine, Aerohive, Bluesocket Wireless Controller, Barracuda Anti-Spam Appliance, Barracuda Web Filter, BarracudaWare, SonicWall NSA (including VPN),\n3Com NBX, Avaya, Cisco PIX, Cisco Network Assistant, Blackberry Enterprise Server, VMWare ESX, VMWare Fusion,\nPharos Uniprint, NTop, Nagios, NagiosQL, Icinga, Cacti, RealChat, MRBS, WebCalendar.'
 '  Extensive knowledge installing and supporting various server platforms, including Windows, linux, Mac OS Server.'
 ' I work closely with the Durham campus, all IT vendors, and our BSC office to develop and manage the IT budget, including all IT-related service and maintenance contracts, while also developing and maintaining IT policies as they relate to law school operations and academics.'
 '         INFORMATION TECHNOLOGY ADMINISTRATOR         Professional Profile    I am a jack of all trades IT guy at one of the premier intellectual property law schools in the world, whose job description and responsibilities continue to evolve with the ever-changing opportunities that new technology provides.'
 ""         Company Name    City  ,   State    Electrician's Apprentice   06/1990   to   07/1999       Predominately industrial electrical work, mostly in a manufacturing setting, with some residential work mixed in.""
 ' After Franklin Pierce Law Center integrated with UNH, I developed the plan for and administered the transition from a predominately Novell-based infrastructure to a predominately Microsoft-based infrastructure, including transitioning our e-mail platform from Novell GroupWise to Microsoft Exchange.']"
57002858,"['network' 'company' 'state' 'windows' 'city' 'support' 'information'
 'technology' 'responsible' 'servers']","['         Experience      Company Name    City  ,   State    Information Technology Manager   01/2007   to   Current       Responsible for maintaining budget and implementing all new technologies within the firm.'
 '         Company Name    City  ,   State    Network Support Specialist   11/1993   to   04/1997       Responsible for All Software, hardware, Network, phone system and voicemail installation and support.'
 '         Company Name    City  ,   State    Systems Engineer   01/2004   to   11/2005       Install, Support and maintain Novell, Windows NT 4.0, Windows 2000,Windows 2003 servers.'
 '         INFORMATION TECHNOLOGY MANAGER         Summary    Experienced Information Technology Manager committed to maintaining innovative technical skills and\nup-to-date industry knowledge.'
 '         Company Name    City  ,   State    Senior Network Engineer   08/1999   to   07/2000       Responsible for all LAN/WAN Infrastructure.'
 '         Company Name    City  ,   State    Service Manager   09/1988   to   11/1993       Install and maintain all customer systems, network installations and rollouts of all new computer systesm.'
 '         Company Name    City  ,   State    Network Analyst   10/2001   to   10/2003       Managed and supported Novell 4.x and 5.x Servers, Windows NT 4.0 and Windows 2000 Servers, Citrix.'
 '         Company Name    City  ,   State    Technical Project Lead   11/2005   to   01/2007       Responsible for Maintaining Client relationships and Technical Integrity of the Infrastructure Responsible for Managing Engineers assigned to Client projects, Including time management, time approval and resource scheduling Successfully migrated a Novell 6.0 Cluster with Groupwise to a Novell 6.5 Cluster Responsible for ensuring timely completion of projects Responsible for Managing IT Department at specific client sites,including Helpdesk management.'
 '         Company Name    City  ,   State    Network Analyst   04/1997   to   06/1999       Support 130+ Novell Servers and NDS Directory Structure.'
 ' Managed Migration from Exchange 2003 to Exchange 2010 Manged Migration from Windows XP and Office 2003 to Windows 7 and Office 2010 Managed and deployed Office 2010 to Office 2013 upgrade Managed migration from Physical Servers to VMWare ESXi Virtual Server environment Responsible for managing all IT related vendor and telecommunication contracts Manage all IT Vendor relationships Provided documentation on start-up, shut down and first level troubleshooting of processes to help desk staff.']"
13477922,"['network' 'software' 'hardware' 'server' 'information' 'company'
 'windows' 'systems' 'city' 'technology']","['         INFORMATION TECHNOLOGY SPECIALIST           Professional Profile    To continue work in the Information Technology field while developing my skills in Information Systems and Networking.'
 '         Experience      Information Technology Specialist    April 2015   to   Current     Company Name          Set up and maintained the network infrastructure both wired and wireless configuration.'
 '         Senior Computer Network Support Technician    November 2001   to   September 2007       City  ,   State      Provide statewide data telecommunications and on the-site problem analysis and resolution; consultation; hardware and software installations; technical guidance and support for personal computing equipment.'
 '         Computer Technical Specialist    September 2007   to   January 2014     Company Name   －   City        Set up and maintain all software on Faculty and Staff computers in a Windows and McIntosh environment.'
 ' I maintained security on our networks in which only company users could access the network.'
 ' Troubleshoot all hardware as well as software problems on the network.'
 ""MCSE - Microsoft Certified Professional Systems Engineer; 2003\nCCNA (Cisco Certified Network Associate   :     1988    Northern Virginia Community College Virginia Commonwealth University          GPA:   Dean's Lists GPA: 3.4    Dean's Lists GPA: 3.4        M.A   :   Education Biology and General Science  ,   1982    George Mason University    Fairfax City          Education Biology and General Science        B.S   :   Biology  ,   15    Biology        NVCC   Alexandria   A.A.S    Networking (06-25-2001) NVCC   Alexandria   A.A.S    Microcomputer Specialization (06-25-2001)\nVirginia Commonwealth University       Richmond                  Skills    A+, A+ certification, active directory, CCNA, Cisco Certified Network Associate, hardware, consultation, client, DHCP, e-mail, fax machines, ghost, IP, LANs, access, Microsoft Certified Professional, MCSE, Windows 7, Windows, Network, Networking, networks, printers, problem analysis and resolution, protocols, real time, router, routers, scanners, servers, switches, switch, Systems Engineer, teaching, telecommunications, phones, Troubleshoot, troubleshooting, video, video conferencing, Windows Server, wiring   ""
 '         Junior Network Administrator    September 1999   to   November 2001     Company Name   －   City  ,   State      Performed the installation and removal of all programs on a network in a teaching and testing facility.'
 ' Maintaining compatibility of new hardware and software on our network which included routers, switches, and servers as well as workstations.'
 ' Assist network Administrators with setting up and maintaining the network and assisting with network issues including routers switches and servers.']"
28126340,"['support' 'server' 'management' 'sql' 'information' 'systems' 'project'
 'business' 'technology' 'ms']","[""      Education      Bachelor's  ,   Computer Information Systems    DeVry University   －   City  ,   State  ,   US   9/2000 - 6/2004 DeVry University, Alpharetta, Georgia Bachelor's Degree, Computer Information Systems Academic Honors: Dean's List, Hope Scholarship GPA 3.46 while working and attending school full-time       Affiliations    GivingBack Foundation, Inc      Certifications    Six Sigma Green Belt Certified      Skills    Marketing, Operations, Database, Asp, Ms Sql Server, Sql, Sql Server, Technical Support, Testing, Asp.net, Budget, Clients, Database Systems, Life Cycle, Linux, Ms Asp, Ms Sql Server 2000, Mysql, Online Solutions, Php, Project Launch, Solutions, Sql Server 2000, System Development, Closer, Media Strategy, Networking, Online Marketing, Bank Card, Collections, Credit, Data Migration, Receivables, Intranet, Maintenance, Application Support, Archiving, Data Management, Subject Matter Expert, Work Flow, Business Requirements, Engineer, Finance, Graphical User Interface, Increase, Kronos, Load Balancing, Offshore, Oracle, Payroll, Production Environment, User Interface, Belt Certified, Black Belt, Six Sigma, Six-sigma, .net, Associate, Client/server, Coding, Css, Customer Service, Database Management, Detail Oriented, Dhtml, Flash, Frontpage, Html, Javascript, Microsoft Sql Server, Microsoft Sql Server 2000, Minitab, Ms Office, Photoshop, Project Management, Receptionist, Retail Sales, Self Motivated, Software Development, Structured Software, Team Player, Test Plans, Time & Attendance, Time And Attendance, Visual Studio, Xml   ""
 '          Experience      Information Technology Coordinator     Nov 2003   to   Current      Company Name       Provide technical support throughout the office from building and managing the web presence, networking computers and other office equipment as well as researching grant opportunities for the implementation of a technology component for the Leadership SOAR program.'
 'Experience using the following database management tools MS SQL Server 6.5,7, 2000 and 2005, My SQL, and Oracle 9i.'
 'I was directly involved in the design/develop/testing phases, the implementing of database systems using Classic ASP/ASP.net 2.0 and MS SQL Server 2000/2005 in the Windows Hosting environment, PHP 4.0 - 5.0 and MySQL 4 in the Linux Hosting environment as well as providing support operations, and evaluating the overall system performance after project launch.'
 'Initiated the role of a technical support contact providing maintenance and enhancements for three integrated business tracking systems built with classic ASP and MS SQL used to manage the work flow for a Portfolio Services department of 120 associates.'
 '         INFORMATION TECHNOLOGY COORDINATOR       Professional Profile    B.S. graduate with a record of success implementing IT solutions.'
 'Phases of the application were being built by members of the Information Management Leadership Program (IMLP), each with specific requirements to implement within their six month rotation.'
 'This migration allow me to implement a regularly scheduled maintenance plan that reduced end-user downtime from 10 - 20 hours per month to zero The Subject Matter Expert for the Mid-Range Application group in Stamford responsible for conducting a transfer of knowledge from the Atlanta data management personnel back to the Mid-Range team for ongoing support.'
 'Implemented a database migration plan from MS SQL Server 6.5 to 2000, which included maintenance schedules and archiving.'
 'Managed Offshore Resources during several key Intranet initiatives by assisting in the review and approval of high-level and detail design of business requirements for the enhancements/maintenance of other miscellaneous web applications within the scope of the Consumer Finance IT build team.']"
